date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
28/04/2013,68798683.45,31537136.8,41702,1500656272,135.3,0,4425,32.79194181,117984,8974296.015,130171,49.9800906,0.0005,21597536,177
29/04/2013,113812845.4,48216524.64,51602,1491702547,134.44,0,4349.9988,45.72411389,86925,8974296.015,112426,62.42589111,0.0005,25676453,174
30/04/2013,84266323.85,56867903.11,47450,1598310000,144,0,3725,45.74865143,76871,9854414.319,98258,26.94214512,0.0005,27042465,149
01/05/2013,120682532.5,82087357.75,55176,1543334375,139,0,3775,40.88593753,83564,10076292.88,96129,38.67197952,0.0005,25727393,151
02/05/2013,93375328.63,58237355.01,55295,1292577379,116.38,0,3350,52.5540039,81920,10076292.88,101721,35.38234803,0.0005,26388234,134
03/05/2013,72731326.23,54656405.12,51275,1180429532,106.25,0,3425,45.45884469,82804,10076292.88,92650,30.81855625,0.0005,24999318,137
04/05/2013,38965697.54,23192896,50102,1090276043,98.1,0,3975,45.66787787,69959,10076292.88,119009,15.91291185,0.0005,25116891,159
05/05/2013,57083710.55,25552273.97,50167,1255227845,112.9,0,4125,36.56506628,72103,10076292.88,103009,22.4671,0.0005,25186659,165
06/05/2013,85671328.51,36663917.29,53174,1289952756,115.98,0,4150,52.94511009,85164,10076292.88,114382,25.2534852,0.0005,27088540,166
07/05/2013,96724507.3,37942017.64,56567,1248938400,112.25,0,4200,46.71463015,109067,10076292.88,132270,31.95027314,0.0005,28735146,168
08/05/2013,79890880.1,39328210.49,50274,1219862574,109.6,0,4125,52.00264132,102388,10076292.88,131131,35.14667706,0.0005,25837956,165
09/05/2013,64539698.31,40470140.65,66610,1260436720,113.2,0,4100,65.88905401,81894,10076292.88,113131,24.13603196,0.0005,31016605,164
10/05/2013,78832455.56,43036415.38,67709,1256467920,112.8,0,4300,64.27633127,84293,10076292.88,135760,24.05370211,0.0005,32790392,172
11/05/2013,67245754.48,32927169.17,73220,1311621151,117.7,0,4550,61.69773114,80910,10076292.88,122381,21.2621519,0.0005,34695399,182
12/05/2013,52958026.91,26700734.02,65260,1289117137,115.64,0,4200,56.57452505,69607,10301130.95,117035,21.84949572,0.001,30605728,168
13/05/2013,76172686.19,33185222.44,60824,1280469770,114.82,0,4350,58.50963163,82796,11187257.46,118277,30.15033579,0.0005,29370446,174
14/05/2013,78868232.6,46014190.5,66316,1316164234,117.98,0,3850,57.38806322,83723,11187257.46,115947,26.31838496,0.0005,31095277,154
15/05/2013,69354130.15,48288335.28,64030,1243154375,111.4,0,3524.9995,60.48453576,84715,11187257.46,115537,33.3086,0.0005,30736977,141
16/05/2013,68700561.73,41955490.69,61010,1275046427,114.22,0,3700,77.36863781,84113,11187257.46,132292,28.81475912,0.0005,29768952,148
17/05/2013,80408408.44,46366370.08,58570,1320119503,118.21,0,4025,55.40377799,78407,11187257.46,93460,29.5525,0.0005,28015240,161
18/05/2013,73068676.36,35452624.57,52066,1379574546,123.5,0,3725,39.56532087,68328,11187257.46,81646,43.16325,0.0005,24964632,149
19/05/2013,47427524.52,27820167.87,47664,1376837868,123.21,0,3900,47.14334424,64189,11187257.46,80118,36.1645647,0.0005,22085086,156
20/05/2013,60216296.52,35384328.96,48692,1369298875,122.5,0,3225,43.45547937,71628,11187257.46,102593,59.30372,0.0005,23345555,129
21/05/2013,73148597.74,41731827.22,53791,1364397135,122.02,0,3775,46.50942757,82536,11187257.46,98876,71.50727932,0.0005,26275853,151
22/05/2013,80725435.4,39968018.14,51834,1374593433,122.89,0,3900,49.88873569,74758,11187257.46,90777,58.3813523,0.0005,24788215,156
23/05/2013,76953217.96,41128848.02,59615,1385318905,123.8,0,4350,56.46156491,83223,11187257.46,94653,61.9,0.0005,28235750,174
24/05/2013,88025799.41,50331557.16,55232,1413830618,126.3,0,4225,48.33183927,84914,11187257.46,92399,68.96462466,0.0005,26872166,169
25/05/2013,83481694.7,38740294.42,51115,1490500385,133.1,0,4125,47.27625949,69588,11450754.07,79735,41.42050571,0.0005,24588034,165
26/05/2013,46693608.71,23154417.81,40559,1478601476,131.99,0,4075,31.5289397,69622,12153411.71,80187,49.76999594,0.0005,21743445,163
27/05/2013,78429218.33,38210231.5,52582,1496168796,133.5,0,4400,48.88847213,73955,12153411.71,95266,42.08530095,0.0005,26151322,176
28/05/2013,81599779.44,40270967.86,56912,1454822272,129.77,0,3950,54.78926938,76189,12153411.71,86390,64.885,0.0005,26795403,158
29/05/2013,86459094.83,45646561.04,54892,1446725325,129,0,4200,52.15347597,80522,12153411.71,87952,64.78998813,0.0005,26892403,168
30/05/2013,75720667.6,45993630.84,57247,1483760743,132.25,0,4475,47.48125079,78185,12153411.71,91661,66.125,0.0005,27981476,179
31/05/2013,76769720.08,42645720.8,54171,1445625440,128.8,0,4375,45.06128758,75446,12153411.71,82020,64.4,0.0005,25787894,175
01/06/2013,55949046.55,33565181.31,54098,1446526221,128.82,0,5325,41.25064975,67761,12153411.71,84064,37.15591201,0.0005,26596552,213
02/06/2013,48878694.99,33928992.88,49748,1452589654,129.3,0,4975,48.82755776,65817,12153411.71,79510,41.37653401,0.0005,24146934,199
03/06/2013,85188050.53,48606728.68,55661,1376855156,122.5,0,5325,58.88445252,79845,12153411.71,86518,49,0.0005,26941797,213
04/06/2013,70602636.39,44160407.48,57409,1357691115,120.74,0,5325,54.21273887,78619,12153411.71,86884,61.6739751,0.0005,27646031,213
05/06/2013,74792854.7,43850757.69,56376,1365674125,121.4,0,4600,60.12802918,78652,13466756.64,99133,46.0596541,0.0005,27198821,184
06/06/2013,84257676.5,44121956.46,54457,1371850410,121.9,0,4525,41.26218009,73256,15605632.68,79174,45.71278525,0.0005,25978546,181
07/06/2013,72912474.28,53741632.38,52027,1339355338,118.97,0,4025,39.16184703,73768,15605632.68,74687,69.25240012,0.0005,24931807,161
08/06/2013,39401620.75,25422355.95,48037,1250126400,111,0,4525,46.07546975,58257,15605632.68,68060,37.09114395,0.0005,22249101,181
09/06/2013,68946723.5,41937581.09,44312,1215534593,107.89,0,3975,36.04930663,56600,15605632.68,64135,38.3732363,0.0005,21313866,159
10/06/2013,46228132,30239421.14,44826,1132029108,100.44,0,4350,34.47766724,60963,15605632.68,64163,56.74916447,0.0005,20660095,174
11/06/2013,58162798.89,33366291.69,49483,1199122838,106.35,0,4500,47.66766862,66609,15605632.68,74832,55.80671689,0.0005,22175802,180
12/06/2013,55649952.61,35862588.24,45704,1229558151,109,0,5075,42.54762436,63763,15605632.68,70104,64.85973714,0.0005,21573225,203
13/06/2013,61663890.77,40727780.53,43007,1227579581,108.78,0,4650,40.8787914,66341,15605632.68,65525,76.58599878,0.0005,20109451,186
14/06/2013,71041316.66,48912187.73,49992,1173528015,103.95,0,4500,36.32062691,75762,15605632.68,68605,72.23104939,0.0005,23524868,180
15/06/2013,38610480.84,27952049.1,35653,1129358540,100,0,4325,33.01626946,53810,15605632.68,48752,62.935565,0.0005,16715724,173
16/06/2013,46969434,25004619.47,42781,1127582815,99.8,0,4625,31.28648429,48785,15948722.6,56425,30.77096474,0.0005,19703574,185
17/06/2013,54552232.96,32763070.08,45798,1129074795,99.9,0,3625,36.85317147,56902,19339258.27,60915,49.90005,0.0005,20768242,145
18/06/2013,61001060.72,35352612.97,45877,1152600823,101.95,0,3500,37.77149405,63562,19339258.27,58802,55.3324266,0.0005,20937269,140
19/06/2013,57461171.68,34212078.75,46895,1210623098,107.05,0,3400,37.4085742,69145,19339258.27,66581,55.19375107,0.0005,21803833,136
20/06/2013,73351642.95,40393480.99,52361,1224610600,108.25,0,3850,69.89069826,67644,19339258.27,67561,45.10559809,0.0005,24396007,154
21/06/2013,71325402.43,44347899.4,46859,1259471713,111.29,0,4200,42.99107458,69098,19339258.27,62865,67.37440176,0.0005,22202189,168
22/06/2013,43031967.29,25918888.77,44418,1239696038,109.5,0,4400,55.58427754,58577,19339258.27,62186,54.6405,0.0005,20713044,176
23/06/2013,32872335.96,22047535.7,38342,1225421805,108.2,0,4125,32.89707161,52055,19339258.27,50790,43.28,0.0005,17629133,165
24/06/2013,61163354.48,36952125.12,44095,1222393078,107.9,0,3750,39.19235757,64862,19339258.27,60849,65.44135,0.0005,20321183,150
25/06/2013,69050330.23,35422478.18,44472,1157006388,102.09,0,3925,33.79573922,61381,19339258.27,57612,61.4001204,0.0005,20099543,157
26/06/2013,59285841.51,37406092.67,45453,1171509042,103.33,0,4350,40.29547374,64996,19339258.27,65292,54.0703736,0.0005,21013597,174
27/06/2013,53064334.16,33078578.16,45961,1179501916,104,0,4175,30.74477184,61024,19339258.27,62098,52,0.0005,21289071,167
28/06/2013,62406994.12,40335431.43,49383,1154329740,101.74,0,4225,48.09132266,68612,19339258.27,66323,53.39747697,0.0005,22885217,169
29/06/2013,45194396.45,25778518.06,36376,1074452809,94.66,0,4225,24.38738042,60980,20177844.25,65384,60.44081798,0.0005,17879316,169
30/06/2013,35849299.68,24944759.01,30800,1078677034,95,0,3825,29.0968413,50485,21335329.11,45616,49.741525,0.0005,14178762,153
01/07/2013,79241074.96,44221059.72,38971,1107511266,97.51,0,3925,24.12834059,68676,21335329.11,54583,95.63654037,0.0005,17799423,157
02/07/2013,60751399.96,35906959.57,39497,1000448687,88.05,0,3825,35.58288433,64157,21335329.11,53620,69.82098649,0.0005,17957681,153
03/07/2013,70377708.83,43415104.25,35347,1027518041,90.4,0,4600,28.17488168,66024,21335329.11,51346,98.78912,0.0005,15837711,184
04/07/2013,64725699.14,33946072.4,35127,896971961.6,78.89,0,4125,23.33133526,60868,21335329.11,48839,72.18574399,0.0005,16056907,165
05/07/2013,74431156.57,44203099.57,36851,909909545.6,79.99,0,4650,32.46852246,60509,21335329.11,51698,65.06484988,0.0005,16794997,186
06/07/2013,45676763.51,29790492.57,33185,779486353.2,68.5,0,4675,29.81300277,56535,21335329.11,45497,39.045,0.0005,15773436,187
07/07/2013,42677314.84,22093243.66,30170,782694203.4,68.75,0,4650,18.42094257,48847,21335329.11,46682,39.58240825,0.0005,14163674,186
08/07/2013,61330861.53,32721114.45,39437,871230167.4,76.5,0,4800,32.80380724,63045,21335329.11,53389,59.93809425,0.0005,18153122,192
09/07/2013,83580366.48,39779852.54,40647,865979665.2,76,0,4625,34.75026174,67986,21335329.11,56450,76.868224,0.0005,19119632,185
10/07/2013,78792641.75,40569346.49,39043,874514018,76.72,0,4875,26.39959721,64858,21335329.11,66524,77.48885715,0.0005,18142081,195
11/07/2013,88501955.32,49445096.19,43260,1003475000,88,0,4350,35.32010629,73357,26107386.64,68331,113.2756636,0.0005,20058324,174
12/07/2013,87347051.42,54800416.36,48106,1015045776,88.98,0,3850,30.77909548,78450,26162875.68,79250,88.98,0.0005,23412083,154
13/07/2013,78493236.1,45992546.86,37813,1072553116,93.99,0,3925,33.60786141,63116,26162875.68,56172,65.69901,0.0005,18142158,157
14/07/2013,52499086.74,27420005.09,34761,1126693240,98.7,0,4300,22.93218923,48402,26162875.68,54355,38.58183,0.0005,16754549,172
15/07/2013,61512684.93,34711080.29,36590,1068960506,93.61,0,4100,22.33268606,62325,26162875.68,54442,61.01366499,0.0005,17218211,164
16/07/2013,87911578.91,42963817.21,39228,1129666827,98.89,0,4100,35.8771154,66221,26162875.68,56593,98.543885,0.0005,18198318,164
17/07/2013,95254613.16,34205043.48,40459,1105201880,96.71,0,4600,33.68340783,63007,26162875.68,55732,76.61570452,0.0005,18567169,184
18/07/2013,91949282.62,44353255.09,41009,1126054463,98.5,0,4025,37.38979778,63178,26162875.68,55420,77.14031736,0.0005,18856393,161
19/07/2013,69375072.78,38677138.23,36588,1030067541,90.07,0,4275,21.11963162,58759,26162875.68,52068,72.056,0.0005,16577830,171
20/07/2013,42471048.14,23393449.15,33516,1052568578,92,0,4650,22.97726435,52399,26162875.68,51542,32.4442462,0.0005,15450057,186
21/07/2013,41848023.68,20538708.29,35257,1028040154,89.82,0,4975,24.55597227,51123,26162875.68,50383,47.77987744,0.0005,16528811,199
22/07/2013,77907644.93,28377288.73,39814,1053404601,92,0,4125,32.7694805,60318,27181692.69,53307,63.30687348,0.0005,18139277,165
23/07/2013,83284773.38,34668891.66,38291,1049128712,91.6,0,3525,21.44867879,64299,31256960.73,55498,78.81735282,0.0005,17521382,141
24/07/2013,79962946.85,35837007.81,42202,1094878700,95.56,0,3975,35.6200614,65888,31256960.73,61447,55.4248,0.0005,19877316,159
25/07/2013,71536601.11,34362324.91,42384,1083081038,94.5,0,3650,33.78420434,66440,31256960.73,57311,58.5746825,0.0005,20480288,146
26/07/2013,70564591.33,33504751.91,37209,1111565574,96.95,0,4100,20.32379372,62558,31256960.73,51200,83.52057713,0.0005,17334076,164
27/07/2013,41588442.01,21956945.66,36711,1101283391,96.02,0,4525,32.14157306,52438,31256960.73,48919,36.32165536,0.0005,17155660,181
28/07/2013,54639393.16,25423812.84,37134,1083104530,94.4,0,4200,23.82217431,49179,31256960.73,50683,35.88350547,0.0005,17479805,168
29/07/2013,70309309.09,36810314.17,41634,1131775170,98.6,0,4450,30.41102588,67473,31256960.73,57617,74.57229024,0.0005,19724655,178
30/07/2013,97765043.9,43999964.51,41936,1165450266,101.49,0,4924.999,37.66696925,69872,31256960.73,56922,84.63681519,0.0005,19708660,197
31/07/2013,86288709.39,44944470.99,49334,1240145793,107.95,0,4750,49.24699101,80899,31256960.73,65448,71.12605066,0.0005,23772142,190
01/08/2013,117462863.4,47393373.28,50727,1220623736,106.21,0,4425,38.34057257,114305,31256960.73,98813,66.402492,0.0005,23986021,177
02/08/2013,89019798.99,40308029.85,51489,1205626280,104.86,0,4800,29.1302076,74758,31256960.73,66377,65.47547846,0.0005,22985769,192
03/08/2013,65001954.92,37639687.68,45576,1201977597,104.5,0,4250,26.43529564,60484,34144398.57,58434,28.215,0.0005,21318295,170
04/08/2013,49956214.68,22501006.84,42767,1207611136,104.95,0,4475,31.50890033,60253,37392766.14,55926,31.29506569,0.0005,20296723,179
05/08/2013,82983950.7,40003441.29,50812,1210015296,105.12,0,4725,27.84873298,73171,37392766.14,66794,52.56,0.0005,23017657,189
06/08/2013,75281144.9,34066197.6,54179,1228752736,106.72,0,4750,41.6806571,71546,37392766.14,68382,26.56538912,0.0005,23926193,190
07/08/2013,79666929.77,39493897.45,57420,1229098150,106.75,0,4650,31.55560425,75667,37392766.14,74960,27.0564675,0.0005,25163195,186
08/08/2013,71650440.95,40048471.55,57817,1230325775,106.75,0,5125,49.11009386,72376,37392766.14,72576,20.17575,0.0005,25928096,205
09/08/2013,59775405.36,29733002.89,49463,1188420291,103.07,0,4875,43.8878449,64633,37392766.14,63387,31.84290962,0.0005,21871927,195
10/08/2013,49352540.39,26304487.54,51485,1185846830,102.8,0,5250,29.64591768,59304,37392766.14,68737,33.01742839,0.0005,23657662,210
11/08/2013,41047799.15,24053909.76,38206,1188707550,103,0,5400,32.84307247,54134,37392766.14,50384,36.6375326,0.0005,17483543,216
12/08/2013,82681929.81,39502335.31,50012,1212313400,105,0,5400,25.37058276,103392,37392766.14,90956,43.09935,0.0005,28977191,216
13/08/2013,132816267.2,87432180.28,52897,1235825442,106.99,0,4575,29.74852431,74994,39812328.46,61770,52.41553509,0.0005,25400302,183
14/08/2013,140498165.3,79243489.69,51492,1265991033,109.56,0,4200,44.20760856,78215,50810339.05,63354,65.736,0.0005,24451056,168
15/08/2013,84945141.22,47431671.64,57959,1301111994,112.56,0,4250,63.29990312,75757,50810339.05,80266,35.12092618,0.0005,27741336,170
16/08/2013,113364543.2,38275954.8,70951,1272031683,110,0,4200,46.94701273,82518,50810339.05,83450,24.2405163,0.0005,30667147,168
17/08/2013,99903487.62,37915455.91,56356,1260823568,108.99,0,4750,28.92158036,61411,50810339.05,69452,10.79001,0.0005,24657813,190
18/08/2013,84598936.64,46089220.5,56203,1304864207,112.75,0,4850,45.94836173,57548,50810339.05,71632,13.56071536,0.0005,25342627,194
19/08/2013,116215031.5,61131690.41,71137,1312659785,113.38,0,4425,48.6487076,78552,50810339.05,87311,17.00076297,0.0005,31498769,177
20/08/2013,107696485.4,51869918.62,63038,1378233869,119,0,4750,34.17570561,79844,50810339.05,80813,20.23,0.0005,28779177,190
21/08/2013,147566236.1,74236867.7,60335,1404481482,121.21,0,4900,32.14886264,82676,50810339.05,75933,32.24186,0.0005,27075335,196
22/08/2013,95101629.65,47956554.93,66596,1429361416,123.3,0,5400,38.7715512,83887,50810339.05,82690,26.1820226,0.0005,28681938,216
23/08/2013,95740438.35,46282072.92,54999,1414900840,122,0,4900,33.86687545,81888,50810339.05,71483,30.988,0.0005,26088394,196
24/08/2013,61950549.36,34267852.66,51634,1375016216,118.51,0,4575,27.73017547,64388,56116797.36,66880,24.29277235,0.0005,24011487,183
25/08/2013,60939539.33,27938408.78,44296,1388068038,119.6,0,3775,30.27034915,68611,65750060.15,58191,28.75646015,0.0005,21586923,151
26/08/2013,79232996,41030029.1,55927,1417646815,122.11,0,4150,40.80643368,75772,65750060.15,70909,37.91806,0.0005,25039798,166
27/08/2013,100678303.9,57432022.12,62018,1394513993,120.07,0,4225,39.84639775,95012,65750060.15,79627,49.2851329,0.0005,29758845,169
28/08/2013,88615799.46,47709291.28,64569,1469523691,126.48,0,4450,260.8349826,83875,65750060.15,83360,35.86301571,0.0005,28469020,178
29/08/2013,79414590,38565884.66,58803,1425258242,122.62,0,4725,27.03969735,74884,65750060.15,74009,24.524,0.0005,25158867,189
30/08/2013,95794144.86,51109727.31,62398,1422746975,122.35,0,5125,43.91193998,89611,65750060.15,81017,46.29793128,0.0005,28490079,205
31/08/2013,84209474.65,38781305.55,47282,1548379042,133.09,0,5575,31.22585731,88163,65750060.15,80325,54.6294523,0.0005,21884391,223
01/09/2013,73458043.8,39364991.29,46377,1572968787,135.14,0,5525,24.95132746,57000,65750060.15,63722,26.89286,0.0005,21018707,221
02/09/2013,85692434.38,38198952.49,51051,1614342885,138.63,0,5375,47.40491922,62790,65750060.15,67408,30.803586,0.0005,22822841,215
03/09/2013,109415682.8,55508964.39,51969,1579832768,135.61,0,4850,31.23219885,72100,65750060.15,65569,40.683,0.0005,25389034,194
04/09/2013,107917482.4,55230696.37,52816,1591103554,136.53,0,4075,27.0615907,76878,81734745.96,68030,50.06094311,0.0005,23964885,163
05/09/2013,90483365.62,48351841.22,60551,1477812447,126.76,0,4475,32.62242832,70424,86933017.77,75593,19.014,0.0005,25526079,179
06/09/2013,82051689.27,47849397.44,60665,1475252870,126.49,0,4625,33.49086393,73269,86933017.77,77928,24.46712514,0.0005,27198237,185
07/09/2013,70105820.21,32990340.18,51822,1387045046,118.89,0,3625,24.49911746,62593,86933017.77,68758,16.72656871,0.0005,22731335,145
08/09/2013,44922793.05,25552442.17,46295,1448662269,124.13,0,3925,26.14222954,56485,86933017.77,60354,14.77399605,0.0005,20635342,157
09/09/2013,65934249.79,35584990.49,57473,1422788616,121.86,0,5075,30.53100606,73995,86933017.77,71607,14.56227,0.0005,25086284,203
10/09/2013,69877437.54,36065151.88,53092,1486564508,127.27,0,4775,25.5237116,70670,86933017.77,69140,19.97290745,0.0005,23981466,191
11/09/2013,75363403.62,38250442.38,49010,1471075006,125.89,0,5000,22.55500301,74674,86933017.77,65059,49.05379384,0.0005,21444533,200
12/09/2013,83394513.09,44514634.08,52087,1584677774,135.55,0,5325,30.34461292,77030,86933017.77,73508,49.17282557,0.0005,24362978,213
13/09/2013,78145290.77,41617023.51,44630,1553553114,132.83,0,5100,20.96323621,66571,86933017.77,64945,66.348585,0.0005,20593470,204
14/09/2013,65576609.01,34092175.01,43342,1579789138,135.01,0,5450,20.23750549,54053,87168756.59,59712,26.86699,0.0005,19634659,218
15/09/2013,46742694.01,26010176.6,53491,1514730520,129.4,0,4525,27.64617927,54801,112628548.7,73175,14.9705888,0.0005,25313709,181
16/09/2013,81114864.47,42896945.98,51731,1532324799,130.86,0,3850,41.20048691,69776,112628548.7,70453,36.7428708,0.0005,24886324,154
17/09/2013,75561413.61,41644655.08,67752,1541458419,131.59,0,4475,302.7542538,73046,112628548.7,84729,21.2678653,0.0005,29656394,179
18/09/2013,89468566.46,48330438.16,60386,1543410708,131.71,0,4125,107.5093573,79094,112628548.7,78994,27.61650235,0.0005,27077414,165
19/09/2013,102441484.8,60543456.48,59625,1540047226,131.37,0,4750,91.74587436,79120,112628548.7,78897,37.62712677,0.0005,26006920,190
20/09/2013,88067366.51,48136617.97,58794,1521118358,129.7,0,5000,27.00884796,77102,112628548.7,80698,38.3912,0.0005,26222308,200
21/09/2013,53435312.54,33636092.82,52309,1489469439,126.95,0,4725,26.75531601,66368,112628548.7,72859,29.32545,0.0005,23523704,189
22/09/2013,57085214.16,32737737.96,50700,1500912486,127.87,0,5075,26.29032181,63585,112628548.7,71640,23.64153649,0.0005,22891138,203
23/09/2013,118646075.3,47318041.4,65118,1514618590,128.98,0,5250,39.47388851,80538,112628548.7,86506,35.79195,0.0005,29047668,210
24/09/2013,108925287.7,48754270.22,62380,1480876366,126.05,0,5300,30.66022492,78401,112628548.7,83228,37.68895,0.0005,27991594,212
25/09/2013,92644666.32,51333466.8,54342,1497160830,127.38,0,5150,31.06396518,78496,125804756.6,76890,50.82462,0.0005,24210762,206
26/09/2013,86113388.16,50205011.13,57383,1507435486,128.21,0,4050,27.23002047,78179,148819199.8,76190,53.13542676,0.0005,26062667,162
27/09/2013,82203248.15,51750968.45,46742,1516592280,128.94,0,4450,82.61986498,78099,148819199.8,66847,76.52276192,0.0005,21977690,178
28/09/2013,66739013.06,40331041.56,42403,1573994673,133.77,0,4425,26.08609449,68927,148819199.8,58992,65.2519345,0.0005,20101578,177
29/09/2013,66952152.48,40171291.39,41011,1587864058,134.9,0,4250,25.84549691,71310,148819199.8,59464,65.41808494,0.0005,19544585,170
30/09/2013,105450782.7,54160090.15,46993,1614903534,137.15,0,4075,25.75183782,80455,148819199.8,66015,107.978195,0.0005,21775844,163
01/10/2013,136306400.6,70221018.52,56984,1562890792,132.68,0,4675,39.13974553,89788,148819199.8,81464,66.61403727,0.0005,26107612,187
02/10/2013,143935767.4,82552894.2,61773,1556103610,132.05,0,4775,39.92303312,105735,148819199.8,85558,76.35244563,0.0005,30938003,191
03/10/2013,95302946.65,55410286.06,59352,1349268218,114.45,0,4975,36.60294587,90270,148819199.8,83678,42.289275,0.0005,28913279,199
04/10/2013,90101301.29,46033202.18,51760,1455454347,123.41,0,4500,24.77279491,77846,148819199.8,74009,46.15534,0.0005,23427017,180
05/10/2013,51206838.05,29923849.42,45260,1517721449,128.63,0,5475,26.06242489,65740,148819199.8,65299,29.12970416,0.0005,21101760,219
06/10/2013,49543256.83,30624195.09,42672,1515132559,128.36,0,4625,21.15735044,61105,164129164.5,59001,31.33897206,0.0005,20888505,185
07/10/2013,84261092.35,48395403.63,44391,1528260904,129.43,0,3900,32.57715142,76596,189281249.3,67793,54.42053644,0.0005,22713639,156
08/10/2013,80529487.41,45016054.31,44970,1497018027,126.74,0,4025,17.13190379,76020,189281249.3,71446,32.9524,0.0005,20516820,161
09/10/2013,99538816.34,56028050.18,50494,1487059331,125.85,0,4475,30.37507628,80276,189281249.3,71319,37.755,0.0005,23810425,179
10/10/2013,85821455.8,46554088.48,56661,1544646803,130.67,0,4800,31.05788363,80598,189281249.3,78713,29.9992186,0.0005,26441032,192
11/10/2013,92388389.83,44703545.9,51737,1546197200,130.75,0,4625,22.76995908,79795,189281249.3,69878,38.40917753,0.0005,23621961,185
12/10/2013,79546763.2,35997163.5,49260,1548671355,130.9,0,5350,32.14776583,66977,189281249.3,67925,25.51241,0.0005,23006201,214
13/10/2013,83875679.15,36418454.4,51083,1600169676,135.19,0,5525,30.80432869,87648,189281249.3,83449,28.498052,0.0005,26168906,221
14/10/2013,113630724.1,45765127.49,57202,1649325866,139.27,0,6250,33.03670276,82482,189281249.3,82852,34.8175,0.0005,28351706,250
15/10/2013,116125295.5,46979288.76,55566,1668015403,140.77,0,6500,38.64309771,85589,189281249.3,75897,55.95715471,0.0005,26215964,260
16/10/2013,137807896.4,60583397.16,50616,1726600643,145.65,0,5250,47.19904597,93270,219914106.5,76521,78.46995996,0.0005,24682312,210
17/10/2013,110525506.1,48774977.42,46703,1688790347,142.41,0,4175,36.51952508,81452,267731249.5,67424,49.957428,0.0005,22284239,167
18/10/2013,127114248.6,54610059.85,59469,1736449517,146.37,0,4800,38.35801158,86021,267731249.5,77047,35.32853065,0.00024,27493229,192
19/10/2013,146748106.2,64889107.37,55088,1850499688,155.91,0,5575,36.26226694,92551,267731249.5,82305,61.023174,0.0005,28991161,223
20/10/2013,115562391.7,54224543.95,49219,2038290840,171.66,0,4975,28.48710739,73525,267731249.5,75376,42.80242881,0.0005,24217748,199
21/10/2013,170650728.8,83723115.29,60240,2076492900,174.8,0,5275,37.66450678,96421,267731249.5,87396,57.98602643,0.0005,29509705,211
22/10/2013,198898361.3,93663968.73,64803,2170863744,182.65,0,6125,41.68008116,109555,267731249.5,98895,88.03759224,0.0005,32963405,245
23/10/2013,194105946.9,95333122.46,55093,2299229258,193.36,0,5525,45.77781754,108022,267731249.5,88982,96.68,0.0005,29796908,221
24/10/2013,203564537.9,99596676.51,63419,2549371732,214.3,0,5375,50.7649601,112119,267731249.5,94755,72.89433573,0.0001066,34182696,215
25/10/2013,541679630.9,128026865.3,57236,2352936034,197.69,0,5875,51.0751821,101197,267731249.5,86269,52.29832015,0.0001066,29894078,235
26/10/2013,117344738.9,64625485.84,47565,2231910915,187.45,0,4550,35.34328044,73940,373329139.3,68884,37.42026298,0.0001,23096573,182
27/10/2013,79517883.7,39361409.96,43512,2103513505,176.6,0,4475,57.75029853,65295,390928787.6,63672,34.71238651,0.0001,20873193,179
28/10/2013,112753324.4,52047684.49,50929,2337954971,196.21,0,4375,31.18348979,86598,390928787.6,70983,46.27544569,0.0001,23740474,175
29/10/2013,323730057.3,74178469.28,49770,2366631616,198.55,0,4000,34.455093,85461,390928787.6,70485,54.68960475,0.0001,23308141,160
30/10/2013,132883700.6,71912623.94,48251,2437197458,204.39,0,4875,29.72252695,95946,390928787.6,75849,81.45417933,0.0001,24305741,195
31/10/2013,117546077.7,59074237.3,57970,2383911951,199.83,0,5275,29.97871915,96937,390928787.6,89712,34.29436499,0.00011,28556231,211
01/11/2013,108441882.9,56700956.71,45163,2433531208,203.9,0,5200,35.00360841,87053,390928787.6,69793,101.95,0.0001,22115590,208
02/11/2013,98096975.34,47629094.1,38979,2457366255,205.81,0,5050,23.53096079,77879,390928787.6,62339,57.606219,0.0001,21345207,202
03/11/2013,97299194.49,44331812.37,35755,2460493903,205.99,0,4800,40.87943337,83335,390928787.6,61525,70.0366,0.0001,19974887,192
04/11/2013,180559584,101366395.7,45328,2565106503,214.66,0,4875,51.82985587,100576,390928787.6,71679,133.5484157,0.0001,23425823,195
05/11/2013,213285359.4,123582919,51423,2739976340,229.21,0,4350,47.27916843,117722,412308267.3,82861,158.0288345,0.0001,27267811,174
06/11/2013,193185114.7,109340544.2,54845,2927097599,244.78,0,4075,145.6255824,131397,510929738,84051,137.0768,0.0001,30183816,163
07/11/2013,273606090.8,174508278.6,60391,3130131114,261.68,0,3600,128.5024833,130495,510929738,88250,192.2476318,0.0001,31600205,144
08/11/2013,277265197.8,167440376.8,59089,3563782696,297.85,0,3350,106.8201723,130741,510929738,88707,235.3015,0.0001,30793807,134
09/11/2013,264247148.8,166542178.3,55056,4052362446,338.58,0,3700,56.05344924,129810,510929738,89816,303.9079961,0.0001,29545835,148
10/11/2013,232989496,136499066.7,57367,4176413140,348.82,0,4275,45.83360662,117024,510929738,89008,96.41049933,0.0001,29768808,171
