date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
18/10/2014,138596970.4,68272432.64,66313,5144935909,383.98,11416800,4100,10.35069092,175984,35002482026,134234,49.8387033,0.0001,36907552,164
19/10/2014,114304388,59648015.54,63122,5243566689,391.25,5914570,3325,10.55272153,231449,35002482026,231772,44.71775834,0.0001,41496723,133
20/10/2014,209579854.8,100880180.9,82563,5217803274,389.23,16419000,3425,12.95595559,201483,35002482026,147356,62.41514791,0.0001,46315162,137
21/10/2014,169090941.7,71482908.56,81498,5127985087,382.42,14188900,3825,13.01537323,210565,35002482026,153735,70.8763002,0.0001,47765223,153
22/10/2014,219891334,101938914.8,79828,5179164627,386.12,11641300,3975,12.67184925,202427,35002482026,155756,58.80811085,0.0001,46038038,159
23/10/2014,224724421.9,98480392.34,80487,5138207904,382.96,26456900,3775,12.79445941,198626,35640558234,145134,61.94593224,0.0001,46512581,151
24/10/2014,168406566.4,89593500.26,77747,4812640957,358.59,15585700,3975,12.35002581,188294,35985640265,136856,48.34155734,0.0001,42881555,159
25/10/2014,162137147.8,65916604.87,72360,4814380009,358.61,18127500,3875,11.10930101,211102,35985640265,192200,47.04974317,0.0001,41205909,155
26/10/2014,117747528.5,57632303.72,70637,4666217839,347.49,11272500,3125,11.22128422,213737,35985640265,174581,27.03768609,0.0001,41653753,125
27/10/2014,174495003.5,81406868.28,83818,4765453546,354.78,13033000,3975,13.52589194,222936,35985640265,178808,47.46971656,0.0001,50127380,159
28/10/2014,160082316.7,76927929.48,87842,4745561736,353.21,7845880,3450,13.36919791,204078,35985640265,161348,44.25894726,0.0001,48825059,138
29/10/2014,201838299.3,95787775.8,93512,4799125356,357.09,18192700,3875,14.27478919,200999,35985640265,162061,43.51741561,0.0001,49537592,155
30/10/2014,166275570.2,70121502.16,92452,4513266665,335.71,30177900,4250,13.86147032,205465,35985640265,167291,35.25511607,0.0001,50777775,170
31/10/2014,188240060.5,107086697.3,85515,4639863448,345.01,12545400,4700,12.88146038,203180,35985640265,152547,39.46632182,0.0001,47793523,188
01/11/2014,132089531.2,63849643.43,69432,4555649741,338.65,16677200,3975,12.57724969,173719,35985640265,132802,37.285365,0.0001,38595004,159
02/11/2014,106077111.6,47932677.96,77015,4387849080,326.08,8603620,3875,12.64623465,269127,35985640265,271691,22.71571756,0.0001,48932413,155
03/11/2014,148990471.5,67261437.21,90182,4382388502,325.57,12948500,4225,16.58571291,211248,35985640265,158139,34.80784773,0.0001,51335162,169
04/11/2014,237462015.2,99649119.08,87455,4405097015,327.16,15655500,4050,13.52152956,204185,35985640265,158039,47.31982043,0.0001,49241331,162
05/11/2014,238101551,97355991.9,89322,4453554033,330.68,19817200,3450,13.39815386,202134,38974444342,155201,49.568932,0.0001,48364652,138
06/11/2014,183213708.7,88284457.93,94142,4573162688,339.46,18797000,3850,14.41971427,226746,39603666252,165908,38.59567188,0.0001,53874101,154
07/11/2014,215366680.3,89522065.14,83807,4713983049,349.82,16834200,3750,13.41908085,222198,39603666252,150699,42.63069186,0.0001,50792735,150
08/11/2014,119933779.6,58970313.21,72564,4611967120,342.15,8535470,3825,10.78458677,167370,39603666252,126718,30.7935,0.0001,40634067,153
09/11/2014,132729381,58892606.03,72062,4656878894,345.38,24205600,3750,15.0455737,249968,39603666252,260968,25.454506,0.0001,47408582,150
10/11/2014,235548376.8,108240995.6,88847,4885943471,362.27,30450100,3675,13.42372982,212028,39603666252,165237,45.64602,0.0001,50957052,147
11/11/2014,186563970.3,86242103.02,85489,4935420874,365.86,15838900,3225,13.37416163,202189,39603666252,156442,40.29999852,0.0001,49770304,129
12/11/2014,295094388.3,135198097.8,95432,4965441848,367.98,45783200,3675,15.1220236,227411,39603666252,176963,50.5759366,0.0001,54621095,147
13/11/2014,606878877.1,253856011.3,92813,5767102634,427.27,58945000,3625,14.39117594,216377,39603666252,170651,64.2886251,0.0001,55262761,145
14/11/2014,287694899.2,128845371.8,86153,5649164625,418.42,29589200,3850,13.15059241,221622,39603666252,187897,51.70597953,0.0001,49971032,154
15/11/2014,221561884.7,109655454.7,73102,5397216385,399.65,15727500,3500,11.20153289,178182,39603666252,136451,41.18471182,0.0001,40327956,140
16/11/2014,202242720.4,95782520.75,75859,5062056938,374.73,11905600,3750,11.61501236,247948,39603666252,254280,32.4478707,0.0001,47482931,150
17/11/2014,242817408.5,111989881.6,88210,5247396945,388.35,41518800,3600,15.10046843,213375,39603666252,161061,50.4350145,0.0001,52950977,144
18/11/2014,299580486.6,120769488.9,87370,5241322311,387.79,32222500,3850,13.06674027,208703,39671493922,166937,47.41842993,0.0001,49932236,154
19/11/2014,217911783.8,98230457.6,85130,5054998119,373.9,18931800,3525,13.16045397,201441,40300030328,161213,53.63170002,0.0001,47743992,141
20/11/2014,301868812.9,113900767.8,89250,5142903607,380.31,25233200,3450,13.27805051,214251,40300030328,160823,53.823928,0.0001,49777203,138
21/11/2014,379266334.1,138414588,82052,4840693074,357.88,29850100,3175,12.73306344,199165,40300030328,154053,49.60563228,0.0001,46651319,127
22/11/2014,189490237.7,57832434.77,74571,4757130420,351.6,15273000,3850,11.00513028,179395,40300030328,143396,43.23031699,0.0001,40907829,154
23/11/2014,126999884.2,63085818.9,77141,4779656375,353.17,15151600,3550,11.9135696,247119,40300030328,261371,22.72766909,0.0001,47380307,142
24/11/2014,205261773,101232800.8,85660,4967479546,366.95,30930100,3675,13.0828147,208886,40300030328,165105,39.47560766,0.0001,50988487,147
25/11/2014,283496178.7,138531703.5,86002,5103242430,376.89,25442200,3300,12.18659868,211018,40300030328,154767,49.45284119,0.0001,49971734,132
26/11/2014,241638436.8,102813874.9,84974,5092777278,376.02,18601700,3425,12.15985418,198960,40300030328,152313,53.6061294,0.0001,46865607,137
27/11/2014,199018171,76820163.16,84541,5019302437,370.5,8748030,3525,11.99225619,212644,40300030328,169728,55.4565845,0.0001,48817884,141
28/11/2014,399785380.1,221402087.6,85764,5005339153,369.37,22946500,3700,11.6757035,208496,40300030328,159927,69.81093,0.0001,48551292,148
29/11/2014,255009080.6,106501951.1,78941,5098745637,376.15,15375600,3925,11.08339144,187096,40300030328,139739,59.36327832,0.0001,42964361,157
30/11/2014,261886284.2,66162347.65,84853,5091518461,375.51,9194440,4000,12.79344747,278357,40300030328,290963,42.094671,0.0001,57829203,160
01/12/2014,319732683.9,117921786,97493,5130007610,378.25,11763000,3250,13.9126614,216010,40300030328,172790,60.83705293,0.0001,53998434,130
02/12/2014,402696772.8,209583739,99269,5144847519,379.25,12364100,3750,14.1965774,254921,40294179127,192639,77.69085295,0.0001,58705314,150
03/12/2014,358188447.7,122813790.2,99232,5179539595,381.72,13340100,2900,13.66172344,232442,40007470271,179110,58.32678165,0.0001,54987360,116
04/12/2014,332709630.6,131957295.2,98202,5099552461,375.72,14529600,3650,14.82170755,225070,40007470271,176036,54.39134626,0.0001,55288736,146
05/12/2014,312361812.3,102460962.8,90744,5015755398,369.44,15181800,3900,12.38234866,224191,40007470271,200496,57.23039003,0.0001,50547789,156
06/12/2014,191477083.9,92201940.9,81093,5116294868,376.76,7009320,3425,11.18769286,191147,40007470271,147428,43.71252407,0.0001,44755457,137
07/12/2014,222176443.8,73145342.89,74666,5091411965,374.84,6491650,3150,10.91019053,257437,40007470271,246851,46.09809308,0.0001,44204778,126
08/12/2014,551904431.2,263552164.8,90583,5094614313,374.96,18898700,4075,15.78243929,246001,40007470271,185827,70.81515933,0.0001,57402923,163
09/12/2014,325417170.3,131187268,90078,4918315412,361.89,32915500,3550,12.59212127,221393,40007470271,162394,72.378,0.0001,50982777,142
10/12/2014,315328670,90526136.23,88655,4787963967,352.2,16427700,3575,12.50345362,225168,40007470271,165303,79.72126245,0.0001,49809823,143
11/12/2014,238238272.1,102129566.2,83857,4682187193,344.34,32431300,3700,11.96549856,217463,40007470271,163678,67.80788389,0.0001,48447878,148
12/12/2014,211937831.5,83935756.18,81156,4771797462,350.83,16989800,3525,11.56648508,220484,40007470271,175801,55.52124016,0.0001,46983647,141
13/12/2014,214073519.8,78724273.81,76061,4794127553,352.38,11675900,3650,10.37249204,185544,40007470271,133081,59.129364,0.0001,41517590,146
14/12/2014,185333880.3,50923161.06,79562,4718562721,346.73,12415200,3525,12.07562664,282482,40007470271,274948,41.25496519,0.0001,51847059,141
15/12/2014,262807066.3,86755545.96,94318,4782713347,351.36,17264200,3525,14.15068874,243581,40007470271,195145,55.83224241,0.0001,57905623,141
16/12/2014,288529649.6,111172342.2,100921,4706593725,345.67,30864900,3575,15.01735313,256441,40007470271,209683,71.53460902,0.0001,62047501,143
17/12/2014,312678587.2,122342305.5,98316,4451442487,326.86,37567900,3200,15.18390144,245308,39560758613,193222,64.03346581,0.0001,59112582,128
18/12/2014,321769894.4,132250318.1,95078,4356179386,319.79,39173000,3225,13.73600085,240373,39457671307,192799,85.60203637,0.0001,55077530,129
19/12/2014,245003455.3,105455522.7,95268,4240054228,311.18,23823100,3425,14.8596721,224472,39457671307,192515,79.04740615,0.0001,54594835,137
20/12/2014,198723709.9,87698777.17,86767,4328766681,317.62,20856700,3350,12.13819778,253627,39457671307,219817,71.56764392,0.0001,51475230,134
21/12/2014,166614880.4,80586588.9,78831,4492421909,329.54,15207600,3300,11.33607592,237395,39457671307,199299,40.77854833,0.0001,46537226,132
22/12/2014,268779237.3,105865909.8,96347,4378162101,321.07,22315100,4100,14.0020016,259605,39457671307,193574,72.4109171,0.0001,57809642,164
23/12/2014,308981583.8,108606901.1,99319,4528813074,332.02,16574200,3750,14.15710028,245629,39457671307,184296,66.88623913,0.0001,58760192,150
24/12/2014,217017970,103794374.7,82194,4562457023,334.39,15092300,3825,11.1007103,190444,39457671307,142156,52.51705967,0.0001,44549719,153
25/12/2014,199186177.7,61225491.46,67760,4398554114,322.29,9883640,3950,9.31387778,166785,39457671307,131449,44.8776578,0.0001,37185279,158
26/12/2014,174800244.7,63945239.35,76046,4356977244,319.15,16410500,3800,19.30070793,187834,39457671307,151547,54.2555,0.0001,41788092,152
27/12/2014,189175222.5,71927109.74,76662,4473311177,327.58,15185200,3800,17.17108793,210413,39457671307,171196,81.895,0.0001,44227193,152
28/12/2014,200782841,50694423.34,75546,4318637139,316.16,11676600,4225,12.28692784,268138,39457671307,251248,56.59764797,0.0001,47323463,169
29/12/2014,228520476.6,91263359.07,83283,4340997203,317.7,12302500,4100,14.4376344,200394,39457671307,140913,68.1849392,0.0001,46603277,164
30/12/2014,274180497.2,101557366.2,84894,4274121880,312.72,12528300,3875,13.86755078,209946,39740132580,163323,95.34905038,0.0001,46688320,155
31/12/2014,257077546.9,89673435.04,77259,4250638118,310.91,13942900,3800,11.38141903,180281,40640955017,135338,80.76623796,0.0001,41001620,152
01/01/2015,131767924.2,44288278.33,59179,4382050553,320.43,8036550,4125,8.05416484,141683,40640955017,103415,50.79467575,0.0001,30934813,165
02/01/2015,211841205.5,60525129,79122,4296555305,314.08,7860650,4125,11.82270129,208903,40640955017,178232,77.57901632,0.0001,43747659,165
03/01/2015,243732656.5,104671113.5,82065,4308375086,314.85,33054400,4050,11.79841308,244379,40640955017,208011,62.97,0.0001,47814088,162
04/01/2015,277451464.5,105771946.3,85522,3848329455,281.15,55629100,4300,21.74861782,242886,40640955017,193740,54.90369737,0.0001,48545836,172
05/01/2015,275546582.3,96185932.48,95429,3629528254,265.08,43962800,3900,16.09135479,242326,40640955017,194695,53.016,0.0001,56309875,156
06/01/2015,288982336.1,89121183.3,87663,3761024823,274.61,23245700,3950,12.84608123,214837,40640955017,158817,59.48123449,0.0001,49638202,158
07/01/2015,327314252,104371548.3,89776,3919098711,286.08,24866800,3500,12.78348978,202838,40640955017,151600,67.5320448,0.0001,47992775,140
08/01/2015,388558112.8,168014869.9,106985,4030622963,294.14,19982500,3675,16.27746896,231570,40640955017,191397,41.5934491,0.0001,57444196,147
09/01/2015,296333900.6,126793700.9,102135,3870365399,282.38,18718600,3500,15.20418118,239247,40640955017,208415,42.357,0.0001,56889868,140
10/01/2015,250705491.2,115909554.1,104727,3938911854,287.3,15264300,3675,15.25846972,272861,40640955017,263579,31.73949336,0.0001,58563668,147
11/01/2015,314688507.3,114818383.6,90475,3766049597,274.61,18200800,3875,13.53639408,250309,40640955017,211146,27.67842521,0.0001,51664894,155
12/01/2015,254649418.6,111111383.9,98827,3650917976,266.15,18880300,3550,32.94802367,221134,41156980051,175443,37.261,0.0001,55155768,142
13/01/2015,442117765.5,169585625.2,102182,3668834325,267.39,72843904,3175,15.50901423,255508,43971662056,194634,89.12999911,0.0001,60153381,127
14/01/2015,497317868,176749660.9,104620,3072835662,223.89,97638704,3625,15.22479663,252866,43971662056,201484,73.8837,0.0001,60973472,145
15/01/2015,438755107.6,100527893.2,120239,2428582563,176.9,81773504,3775,17.25104955,264915,43971662056,217614,80.0392152,0.0001,63828537,151
16/01/2015,325853141.2,97221132.52,104560,2870860812,209.07,38421000,3475,14.59406088,243603,43971662056,198010,72.53392415,0.0001,54790292,139
17/01/2015,221362402.9,66430608.91,90361,2854586616,207.83,23469700,3450,13.34222178,279100,43971662056,266972,52.41649463,0.0001,53968469,138
18/01/2015,182924211.7,55978608.87,83033,2748483886,200.05,30085100,3825,13.877202,245989,43971662056,205030,46.57366251,0.0001,49085463,153
19/01/2015,196697998.3,73239495.63,98341,2906171722,211.47,18658300,3600,14.34755742,254019,43971662056,204263,52.761765,0.0001,57999747,144
20/01/2015,286254866.9,82712461.43,98807,2926506451,212.91,24051100,2950,14.37349806,226783,43971662056,179242,51.12375545,0.0001,53125845,118
21/01/2015,280298468.6,129349030.2,96810,2906293892,211.38,29924600,3725,13.40029971,226710,43971662056,175292,50.39703147,0.0001,52768843,149
22/01/2015,256385773.1,96024483.12,93563,3126210188,227.32,33544600,3375,13.40410002,224380,43971662056,166040,55.761596,0.0001,53529422,135
23/01/2015,220947354.7,89429957.42,91887,3212240622,233.52,24621700,3100,13.68235392,215717,43971662056,163097,51.3744,0.0001,48411756,124
24/01/2015,172970109.6,83141658.39,83431,3201668912,232.7,24782500,3150,11.54826012,205059,43971662056,161185,39.0936,0.0001,46914807,126
25/01/2015,218672361.3,66739448.65,86433,3404022418,247.35,33582700,3125,13.306376,321280,43971662056,312946,31.38890051,0.0001,57198728,125
26/01/2015,497740501.4,157652508.2,108054,3497506735,254.08,106794000,3175,16.01810841,261817,43971662056,199201,61.15157804,0.0001,62414866,127
27/01/2015,296546159.2,126875977.3,99244,3761179037,273.17,44399000,3725,14.03022961,251617,42957352412,185262,54.879853,0.0001,57318342,149
28/01/2015,174072605.4,85870557.32,85068,3627216834,263.35,44352200,4100,11.59256582,200594,41272873895,129648,54.223765,0.0001,44876053,164
29/01/2015,198657439.7,81760906.17,90715,3214945090,233.35,32213400,4100,12.23134655,214531,41272873895,159024,55.77065,0.0001,46304642,164
30/01/2015,180093384.5,95981337.35,81061,3207639430,232.77,26605200,3450,11.21422969,194238,41272873895,154087,63.78677081,0.0001,43159075,138
31/01/2015,156503359.9,74950130.67,86146,3121481867,226.44,23348200,4150,12.52130893,277172,41272873895,246230,39.63244815,0.0001,52266440,166
01/02/2015,151287251.5,59441461.84,78839,2990370876,216.87,29128500,3875,11.21454393,252411,41272873895,196399,43.352313,0.0001,46570969,155
02/02/2015,179223412.1,63502585.31,85828,3123872861,226.49,30612100,3975,12.46050215,227069,41272873895,161360,54.63214438,0.0001,49039989,159
03/02/2015,284050607.8,96746847.96,91666,3275783882,237.45,40783700,3175,13.07488376,241114,41272873895,172861,58.74513,0.0001,51316217,127
04/02/2015,255135659.5,76567862.04,90655,3139628330,227.51,26594300,3975,12.57715341,232158,41272873895,172839,50.06030846,0.0001,49460584,159
05/02/2015,251863475.3,77875081.18,86408,3142576199,227.66,22516400,3975,12.09566718,215607,41272873895,148424,46.52043598,0.0001,47395718,159
06/02/2015,170294844.1,67595579.33,85528,2995204572,216.92,24435300,4425,11.70807312,233142,41272873895,185978,47.917628,0.0001,46180828,177
07/02/2015,128130184.5,50105142.97,85540,3075041829,222.63,21604200,3975,11.76433401,195640,41272873895,146088,28.93631199,0.0001,45306348,159
08/02/2015,129579944.6,61441431.92,82547,3145667970,227.69,17145200,3300,11.7527563,292663,41272873895,306592,25.16177599,0.0001,53678408,132
09/02/2015,168588981.1,70403439.32,104597,3087126936,223.39,27791300,4025,14.88796877,231900,42458914417,188548,25.04372123,0.0001,58966322,161
10/02/2015,160855850.2,68854402.02,102831,3044933110,220.28,21115100,3600,14.33710661,232332,44455415962,191223,31.17180518,0.0001,57247541,144
11/02/2015,167212369.8,73371656.4,96890,3038281512,219.73,17201900,3950,14.40657851,233790,44455415962,190334,31.81857395,0.0001,54954290,158
12/02/2015,141894325.4,59996074.97,87308,3031728984,219.21,15206200,2975,12.55298681,231565,44455415962,229257,43.26078441,0.0001,50141631,119
13/02/2015,203088286.6,80509443.43,113514,3070616163,221.97,42744400,3650,17.42269239,308752,44455415962,400041,28.4811505,0.0001,73181410,146
14/02/2015,144039566.5,68844956.66,98613,3259194371,235.53,49732500,4000,15.01567083,262189,44455415962,241128,22.37893006,0.0001,66564954,160
15/02/2015,169149576.7,82453774.47,85127,3564303991,257.51,56552400,3500,13.82078432,348345,44455415962,350253,26.32630824,0.0001,65638649,140
16/02/2015,145201043.9,60128570.89,104475,3251142221,234.82,28153700,3925,15.3766672,266116,44455415962,257200,25.01724612,0.0001,65147776,157
17/02/2015,160294472.7,67036858.35,102839,3232586896,233.42,27363100,3725,15.96837665,272575,44455415962,311574,33.37906,0.0001,66406679,149
18/02/2015,180400480.2,68758345.43,105552,3377014993,243.78,25200800,4175,14.96619549,250546,44455415962,199160,30.68068812,0.0001,60296854,167
19/02/2015,141310912.9,60788789.75,94386,3276003823,236.41,18270500,4150,13.58169837,214200,44455415962,175821,27.59826935,0.0001,52443861,166
20/02/2015,167846392.2,64275315.32,98556,3330103602,240.25,23876700,3950,15.10495925,248540,44455415962,187260,29.0361369,0.0001,60442863,158
21/02/2015,130370245.8,42819867.34,87685,3379557626,243.75,12284200,3550,12.94726109,271732,44455415962,242324,28.65897694,0.0001,57014738,142
22/02/2015,101863664.4,39677937.34,84791,3391341535,244.54,19527000,3775,12.35815172,273771,44470177289,233298,24.74142743,0.0001,53797391,151
23/02/2015,169646585.9,67066212.35,101373,3273668887,235.99,16400000,3550,14.52475248,250528,46684376317,208789,29.22951137,0.0001,57470528,142
24/02/2015,153251812.1,63906333.44,104996,3316097374,239,14200400,3225,14.41178545,236695,46684376317,178469,33.148822,0.0001,56196921,129
25/02/2015,173952198.2,69405283.56,105235,3315584172,238.89,11496200,3975,15.23357961,231633,46684376317,182326,31.0557,0.0001,56571524,159
26/02/2015,255763675.1,74769452.88,100667,3294905808,237.34,13619400,3750,14.09722225,227153,46684376317,176180,29.67878789,0.0001,54605596,150
27/02/2015,335909777.4,119551188.7,101322,3283333655,236.44,44013900,3800,14.39065266,241525,46684376317,181806,35.99895231,0.0001,57092535,152
28/02/2015,139169027.5,66469535.11,89490,3521497730,253.52,13949300,3550,13.49989157,282492,46684376317,253878,27.07642276,0.0001,62779184,142
01/03/2015,306082597,70842656.01,88588,3532929906,254.28,25213700,3500,13.97061238,276725,46684376317,233098,25.78595504,0.0001,55262682,140
02/03/2015,470318780.5,105086240.2,104779,3618405172,260.36,40465700,3950,15.3940228,282537,46684376317,211755,42.66293848,0.0001,64550317,158
03/03/2015,272841395.1,129021338.7,110823,3823662227,275.05,50461300,3950,15.6440078,267483,46684376317,196153,48.0017425,0.0001,64201534,158
04/03/2015,220349235,107434524.5,98389,3921141965,281.99,41383000,3500,14.53469909,241795,46684376317,184378,41.53913477,0.0001,56239183,140
05/03/2015,256104351.5,104655175.2,100983,3793356364,272.74,41302400,3300,14.89058476,257487,46684376317,190841,38.39307796,0.0001,62950817,132
06/03/2015,197846478,97451657.47,93721,3834223827,275.6,28918900,3700,16.76618435,237139,46684376317,172352,40.11728682,0.0001,57968623,148
07/03/2015,245319533.4,83170742.79,91365,3789106055,272.29,17825900,3500,13.06858102,256276,46684376317,222229,19.83006383,0.0001,54250090,140
08/03/2015,574081280.1,98229490.93,87371,3847830396,276.43,22067900,3900,13.21540516,269305,46832059251,231089,22.93351738,0.0001,54897722,156
09/03/2015,275839975.3,148210276.8,105392,3826181217,274.81,59178200,3600,15.72043904,259817,47427554951,213533,32.8068233,0.0001,64254792,144
10/03/2015,293056725.4,156725293.3,105389,4036843988,289.86,67770800,3800,15.35729233,249715,47427554951,178479,40.81286772,0.0001,60877088,152
11/03/2015,231030495.8,94632691.83,100611,4061093113,291.52,33963900,3850,15.32225806,252122,47427554951,176912,33.81632,0.0001,62727147,154
12/03/2015,241810189.3,102916741.4,96964,4126338897,296.13,32585200,3275,14.00767054,247232,47427554951,165009,43.84138317,0.0001,60501109,131
13/03/2015,239211423.8,106804805.8,95890,4099320577,294.12,31421500,3650,13.70402241,242044,47427554951,185492,36.86134195,0.0001,54508835,146
14/03/2015,209430934.4,78432084.79,89380,3965307704,284.44,22612300,3275,12.34936058,259956,47427554951,223345,27.34995274,0.0001,51635084,131
15/03/2015,147159010.1,61038925.29,84791,3924323404,281.42,11970100,3575,11.9740388,255965,47427554951,233802,20.88201971,0.0001,50088284,143
16/03/2015,242824758.4,95840200.67,105079,3984712919,285.68,21516100,3475,15.13383473,262370,47427554951,210231,32.59013443,0.0001,59833970,139
17/03/2015,201734589.9,94128259.42,99433,4054154986,290.6,21497200,3200,14.10203756,226566,47427554951,177971,35.39660565,0.0001,52670920,128
18/03/2015,405865142.7,125690498,99454,3978157708,285.07,57008000,3825,15.16419516,250786,47427554951,181473,38.44881625,0.0001,57776111,153
19/03/2015,250411407.2,93755403.45,106160,3571667207,255.88,52732000,3425,16.48516776,270074,47427554951,190811,29.08828999,0.0001,62627940,137
20/03/2015,192802658.1,76754826.87,103396,3643476980,260.96,18456700,3400,16.0965401,239081,47427554951,196178,28.69411776,0.0001,55490962,136
21/03/2015,144807886.5,60011272.81,92685,3654049471,261.64,17130100,3775,13.25657744,244881,47427554951,219996,25.37908,0.0001,52165543,151
22/03/2015,112484117.5,49229996.79,90444,3630880962,259.92,18438100,3550,13.13911317,274913,47417554876,237449,22.78728517,0.0001,55449816,142
23/03/2015,212231402.1,94188993.73,105874,3743180090,267.89,22811900,3625,17.57202944,261333,46717549645,221268,30.512671,0.0001,60339658,145
24/03/2015,232860491.2,84840590.55,92754,3725952791,266.58,40073700,4325,13.68366895,222274,46717549645,163627,39.987,0.0001,50655322,173
25/03/2015,230813256,78380481.18,96976,3459885404,247.47,35866900,4050,15.77234281,224960,46717549645,167762,34.6458,0.0001,50633724,162
26/03/2015,220100599.9,93350893.41,101033,3444235046,246.28,25730000,3700,14.52750048,230879,46717549645,182328,28.21263495,0.0001,54469537,148
27/03/2015,226426485,75064012.62,99320,3477275153,248.57,17274900,4275,13.97818158,233307,46717549645,180617,37.01463079,0.0001,51489027,171
28/03/2015,138592261.2,47480811.34,87226,3455939100,246.98,16040900,3700,12.58691333,236711,46717549645,198436,24.673302,0.0001,50600377,148
29/03/2015,126251158.8,49403901.04,90363,3537576002,252.74,21699400,3825,12.76426269,279006,46717549645,245902,22.2921381,0.0001,53966847,153
30/03/2015,185573521.8,78124351.7,106213,3400319699,242.88,23009600,3550,15.45788621,260564,46717549645,200222,32.12397186,0.0001,58996885,142
31/03/2015,187530495.4,79514944.79,114961,3465346557,247.45,22672000,3750,16.30322108,268332,46717549645,212595,37.092755,0.0001,60063147,150
01/04/2015,236170908.5,88546081.68,119211,3420896580,244.22,22877200,3300,16.83868407,268254,46717549645,204389,38.72172574,0.0001,61956803,132
02/04/2015,169243749.9,75111608.29,111904,3462026939,247.09,26272600,4150,15.69228121,260939,46717549645,202839,33.57765065,0.0001,60953271,166
03/04/2015,166336366.6,65620382.9,104400,3546835576,253.07,23146600,3650,14.9398179,237988,46717549645,184657,25.307,0.0001,59836758,146
04/04/2015,105004740.9,38531676.98,89498,3564830284,254.29,12493500,3825,13.74643295,249662,46717549645,223195,19.31054357,0.0001,52022810,153
05/04/2015,98872127.4,38326831.72,94875,3558354011,253.76,19649200,3700,14.83959852,269522,48985437809,243041,16.215264,0.0001,55941705,148
06/04/2015,167845284.3,66713467.01,107323,3656822166,260.72,20034200,3150,16.08612337,249125,49446390688,200395,25.21079752,0.0001,59084191,126
07/04/2015,179220050.2,76020006.9,108562,3581335992,255.27,18467400,3800,15.6944422,262556,49446390688,196838,33.04566642,0.0001,59888304,152
08/04/2015,211605819.9,91379198.56,110626,3551150375,253.06,30086400,3125,16.1527751,255569,49446390688,195087,31.84823365,0.0001,57797825,125
09/04/2015,188931145.5,74141177.49,116487,3435266847,244.75,21643500,3325,18.87801779,247529,49446390688,188938,26.06595332,0.0001,58413208,133
10/04/2015,198883145.5,87764980.68,112674,3421393940,243.69,28882000,3800,27.80415534,258200,49446390688,203118,28.3257068,0.0001,57051383,152
11/04/2015,126780913.5,57088343.11,99289,3314533590,236.02,16365200,3500,16.6150047,271116,49446390688,240807,23.602,0.0001,54914299,140
12/04/2015,94844659.44,42696186.63,86871,3322607232,236.54,12387900,3200,14.10159871,255123,49446390688,213700,23.654,0.0001,47528033,128
13/04/2015,192337383,75752476.93,115251,3315159394,235.95,31181800,3900,17.27967925,275339,49446390688,214459,27.07661449,0.0001,64594628,156
14/04/2015,199283163.2,83388165.43,110001,3158801960,224.76,31719000,3725,16.02169132,258038,49446390688,200593,28.20337478,0.0001,59059424,149
15/04/2015,155455937.7,86917747.55,107484,3079552079,219.07,22562000,3050,15.47774603,226612,49446390688,173371,21.907,0.0001,54702672,122
16/04/2015,235278440.5,72153674,98908,3148502071,223.92,24805400,3450,14.03218749,226454,49446390688,171336,24.30498215,0.0001,50392614,138
17/04/2015,236322374.2,75471406.46,102629,3214597326,228.57,20429800,3150,14.66698599,231657,49446390688,187462,29.25315202,0.0001,53267154,126
18/04/2015,142363165.7,44061739.33,97563,3134875091,222.85,12939000,3650,13.32714608,252184,49446390688,230567,16.02539309,0.0001,53734790,146
19/04/2015,194311657.7,48296729.36,90989,3144328006,223.46,15021500,3625,12.99562204,270849,48876651531,232923,20.9192593,0.0001,53328130,145
20/04/2015,254088730.3,61790578.27,116592,3133168826,222.61,18364700,3850,17.01682374,250190,47610564514,208946,24.86262304,0.0001,60421302,154
21/04/2015,247019600.2,77510296.46,112349,3162360999,224.62,24978000,3825,15.43035927,245910,47610564514,179541,40.67896951,0.0001,58315439,153
22/04/2015,274545597.7,74310255.21,111726,3317792108,235.6,23847900,3800,15.864116,263063,47610564514,204995,38.68608073,0.0001,59775059,152
23/04/2015,216753216.8,69436422.89,109708,3296815226,234.05,17036000,3250,15.85553042,263066,47610564514,206835,42.15684025,0.0001,59515204,130
24/04/2015,263731021.7,67917805.91,108652,3324528982,235.97,21448700,3100,15.60361285,259790,47610564514,191227,39.4941408,0.0001,61175042,124
25/04/2015,189320713.4,47396729.67,98302,3258859539,231.24,13957200,4075,99.35690506,265454,47610564514,239194,24.83566854,0.0001,53575951,163
26/04/2015,226056112.5,58208120.37,92855,3191611206,226.41,28943700,3600,13.43856985,275649,47610564514,239031,25.50016661,0.0001,54535317,144
27/04/2015,256471910.1,77322440.04,113638,3093914511,219.43,38574000,3425,15.72423382,255440,47610564514,199622,38.24781637,0.0001,59793919,137
28/04/2015,267787233.5,69388341.2,113040,3229430028,228.97,21469200,3825,16.15746744,254194,47610564514,191519,41.68644535,0.0001,59071390,153
29/04/2015,260812746.1,68380919.01,117133,3182375583,225.59,18936500,3175,16.87860527,261087,47610564514,206583,36.36046761,0.0001,62871844,127
